ds,yhat,yhat_lower,yhat_upper
2019-07-01,412.00738702525166,309.93798459589937,511.86091112881707
2019-07-02,455.98550069737286,361.7230340735223,554.116696857985
2019-07-03,453.9965262920994,354.1820165813546,560.3054606908619
2019-07-04,425.3975102902652,322.97988156263307,534.3583941152668
2019-07-05,371.4105572579134,269.2524358530046,481.6960108778243
2019-07-06,166.92429948664437,61.723393984140486,271.9760333832991
2019-07-07,165.46553320954015,62.2091339901355,266.22265732585447
2019-07-08,399.1910723438606,300.1313581361113,499.7793356446862
2019-07-09,444.18120427146545,340.1806510489841,549.7386798199501
2019-07-10,443.35017575226266,339.5702042511405,545.7391815968658
2019-07-11,416.02596214839355,312.4034244247216,520.55351184897
2019-07-12,363.3995856392945,266.0114112555033,464.05612088486333
2019-07-13,160.32735531004028,53.18473753332376,263.1365603643835
2019-07-14,160.30327550639416,64.64141292441911,268.1370221120022
2019-07-15,395.4516548464517,297.13844257111606,498.12825856855255
2019-07-16,441.8212831074385,341.7872581107206,540.7064318046761
2019-07-17,442.29658840923776,333.54603681064265,541.0151415415961
2019-07-18,416.17801419357335,314.0181779791681,515.3036591853732
2019-07-19,364.6318702057928,250.49960863706582,469.7920086698506
2019-07-20,162.4930213224775,55.52625989691098,253.831280413145
2019-07-21,163.23765408122193,60.87574488652993,266.85794211989815
2019-07-22,398.97614934028564,292.1571942886949,505.84932565127616
2019-07-23,445.747426815337,337.79302513168165,543.0030170722633
2019-07-24,446.4301748591819,341.972333327487,544.2322898170363
2019-07-25,420.32320815282276,317.6111404986257,521.555008387689
2019-07-26,368.59521269801803,270.91736852476885,467.6497572025122
2019-07-27,166.0872488746234,66.93559683101407,271.9668923439319
2019-07-28,166.28526079049206,61.08666358270154,271.64637311011666
2019-07-29,401.31262983910574,304.9971953427038,509.55140991070704
2019-07-30,447.22414851175887,346.506352444045,550.4440818720873
2019-07-31,446.91683857067727,338.4230744078527,556.8072917606239
2019-08-01,419.70986718012165,314.85559950981275,517.0224597742144
2019-08-02,366.79383113526734,255.718597941986,466.2212614127428
2019-08-03,163.03279031839358,59.4206086124685,268.8069227143846
2019-08-04,161.93630831522714,60.67955388826331,265.7431276359009
2019-08-05,395.6515470054694,296.1820202882378,490.98439748817236
2019-08-06,440.25679906953275,337.0016510778653,545.1628691267737
2019-08-07,438.67188937182544,342.84562522281186,555.8966889796613
2019-08-08,410.23770451573137,310.88365719955414,517.5754965866325
2019-08-09,356.1651252926854,260.44455537163697,456.69084223749894
2019-08-10,151.3367466187964,51.31119644658555,254.6715324199533
2019-08-11,149.278645330162,47.01769919950732,254.29824293846062
2019-08-12,382.1522441287039,282.4531006152006,484.8075871863491
2019-08-13,426.0476562817804,319.41962185125345,529.3959444527942
2019-08-14,423.8939420191519,334.59600154189604,528.6530356464955
2019-08-15,395.03853531700287,290.4262496565331,500.2432202542248
2019-08-16,340.6961148164416,228.9989973434827,441.26807166161495
2019-08-17,135.75030218695434,28.83575865826907,237.79267238310024
2019-08-18,133.7254468791859,31.46006828461461,236.70899331541204
2019-08-19,366.7785440617878,260.4639230165046,480.06248277787194
2019-08-20,410.99266888048305,304.947043836131,510.14457300705885
2019-08-21,409.28735655265,311.7930365579131,510.62600880936975
2019-08-22,380.998185677249,274.27944297346886,491.37920495649774
2019-08-23,327.3258372313359,227.89727742147775,421.90917385442924
2019-08-24,123.13801135366569,25.347900189604104,222.85596709497815
2019-08-25,121.94145959509257,12.94005307740289,219.56503093030295
2019-08-26,355.8741780764891,252.8475058145856,460.8104466388511
2019-08-27,400.9991431007585,297.42621481528636,502.70473072911614
2019-08-28,400.2150168398435,291.52768438452006,500.4710416505207
2019-08-29,372.83607812767235,270.515841179678,471.49408453946626
2019-08-30,320.0416479550484,221.7076630361042,421.3896746755072
2019-08-31,116.67838823646395,11.243459812210046,221.85539670618326
2019-09-01,116.23272183087306,4.889356331672508,217.66446069780153
2019-09-02,350.8234415582737,248.10347722906312,449.4107539540164
2019-09-03,396.49582932391115,291.3725226670115,493.91991658884564
2019-09-04,396.13276103955957,295.45941914970143,505.6462342264157
2019-09-05,369.0350177574043,269.23307034139305,473.9684060836151
2019-09-06,316.3710701736861,215.4231552125218,428.62027386385756
2019-09-07,112.97970667568694,8.290212413570375,214.14914377625547
2019-09-08,112.3427496835333,18.739884063621354,217.54160436678345
2019-09-09,346.5778919330195,248.5314592969002,441.7333834524346
2019-09-10,391.73301981979364,296.0805514018342,503.9806864221808
2019-09-11,390.6974366674598,290.4699340382536,490.03905423511543
2019-09-12,362.7822261777177,263.44990387044516,464.8127738994736
2019-09-13,309.170011295605,202.53890971427978,412.14159403135295
2019-09-14,104.71747350998581,0.16022111074647993,212.11960512595908
2019-09-15,102.92787376678811,0.9480948729885449,209.24082379000947
2019-09-16,335.9436049185566,236.73199571358344,445.58860242160125
2019-09-17,379.84014314924667,281.58892027416056,478.0340083931766
2019-09-18,377.5368138040183,266.8937670873246,476.60141599107527
2019-09-19,348.3766167896543,245.92600427979846,451.7896109508191
2019-09-20,293.5753740903555,196.68337301449793,393.48930564824497
2019-09-21,88.02357412929123,-16.826473092422304,189.29768502399176
2019-09-22,85.25816615989896,-15.933105900322875,192.15348581949968
2019-09-23,317.4543487697268,217.55580207790877,425.7222851394483
2019-09-24,360.71873598317455,260.8194616833102,467.0274549867099
2019-09-25,357.99933404706724,262.8776688226661,460.3464824348689
2019-09-26,328.6645929244413,235.02475553983044,436.55435492959236
2019-09-27,273.95181468049384,178.16847257761506,381.30786776101127
